CMSA99,,PMSA99,,,,STATE,COUNTY,,CENTRALC,,,,msaLABEL
3620,,,,,,,,,,,,,"Janesville-Beloit, WI MSA"
3620,,,,,,55,105,,1,,,,Rock County
,,,,,,,,,,,,,
3660,,,,,,,,,,,,,"Johnson City-Kingsport-Bristol, TN-VA MSA"
3660,,,,,,47,19,,1,,,,"Carter County, TN"
3660,,,,,,47,73,,2,,,,"Hawkins County, TN"
3660,,,,,,47,163,,1,,,,"Sullivan County, TN"
3660,,,,,,47,171,,2,,,,"Unicoi County, TN"
3660,,,,,,47,179,,1,,,,"Washington County, TN"
3660,,,,,,51,169,,2,,,,"Scott County, VA"
3660,,,,,,51,191,,1,,,,"Washington County, VA"
3660,,,,,,51,520,,1,,,,"Bristol city, VA"
,,,,,,,,,,,,,
3680,,,,,,,,,,,,,"Johnstown, PA MSA"
3680,,,,,,42,21,,1,,,,Cambria County
3680,,,,,,42,111,,2,,,,Somerset County
,,,,,,,,,,,,,
3700,,,,,,,,,,,,,"Jonesboro, AR MSA"
3700,,,,,,5,31,,1,,,,Craighead County
,,,,,,,,,,,,,
3710,,,,,,,,,,,,,"Joplin, MO MSA"
3710,,,,,,29,97,,1,,,,Jasper County
3710,,,,,,29,145,,2,,,,Newton County
,,,,,,,,,,,,,
3720,,,,,,,,,,,,,"Kalamazoo-Battle Creek, MI MSA"
3720,,,,,,26,25,,1,,,,Calhoun County
3720,,,,,,26,77,,1,,,,Kalamazoo County
3720,,,,,,26,159,,2,,,,Van Buren County
,,,,,,,,,,,,,
3760,,,,,,,,,,,,,"Kansas City, MO-KS MSA"
3760,,,,,,20,91,,1,,,,"Johnson County, KS"
3760,,,,,,20,103,,2,,,,"Leavenworth County, KS"
3760,,,,,,20,121,,2,,,,"Miami County, KS"
3760,,,,,,20,209,,1,,,,"Wyandotte County, KS"
3760,,,,,,29,37,,2,,,,"Cass County, MO"
3760,,,,,,29,47,,1,,,,"Clay County, MO"
3760,,,,,,29,49,,2,,,,"Clinton County, MO"
3760,,,,,,29,95,,1,,,,"Jackson County, MO"
3760,,,,,,29,107,,2,,,,"Lafayette County, MO"
3760,,,,,,29,165,,1,,,,"Platte County, MO"
3760,,,,,,29,177,,2,,,,"Ray County, MO"
,,,,,,,,,,,,,
3810,,,,,,,,,,,,,"Killeen-Temple, TX MSA"
3810,,,,,,48,27,,1,,,,Bell County
3810,,,,,,48,99,,1,,,,Coryell County
,,,,,,,,,,,,,
3840,,,,,,,,,,,,,"Knoxville, TN MSA"
3840,,,,,,47,1,,2,,,,Anderson County
3840,,,,,,47,9,,2,,,,Blount County
3840,,,,,,47,93,,1,,,,Knox County
3840,,,,,,47,105,,2,,,,Loudon County
3840,,,,,,47,155,,2,,,,Sevier County
3840,,,,,,47,173,,2,,,,Union County
,,,,,,,,,,,,,
3850,,,,,,,,,,,,,"Kokomo, IN MSA"
3850,,,,,,18,67,,1,,,,Howard County
3850,,,,,,18,159,,2,,,,Tipton County
,,,,,,,,,,,,,
3870,,,,,,,,,,,,,"La Crosse, WI-MN MSA"
3870,,,,,,27,55,,2,,,,"Houston County, MN"
3870,,,,,,55,63,,1,,,,"La Crosse County, WI"
,,,,,,,,,,,,,
3880,,,,,,,,,,,,,"Lafayette, LA MSA"
3880,,,,,,22,1,,2,,,,Acadia Parish
3880,,,,,,22,55,,1,,,,Lafayette Parish
3880,,,,,,22,97,,2,,,,St. Landry Parish
3880,,,,,,22,99,,2,,,,St. Martin Parish
,,,,,,,,,,,,,
3920,,,,,,,,,,,,,"Lafayette, IN MSA"
3920,,,,,,18,23,,2,,,,Clinton County
3920,,,,,,18,157,,1,,,,Tippecanoe County
,,,,,,,,,,,,,
3960,,,,,,,,,,,,,"Lake Charles, LA MSA"
3960,,,,,,22,19,,1,,,,Calcasieu Parish
,,,,,,,,,,,,,
3980,,,,,,,,,,,,,"Lakeland-Winter Haven, FL MSA"
3980,,,,,,12,105,,1,,,,Polk County
,,,,,,,,,,,,,
4000,,,,,,,,,,,,,"Lancaster, PA MSA"
4000,,,,,,42,71,,1,,,,Lancaster County
,,,,,,,,,,,,,
4040,,,,,,,,,,,,,"Lansing-East Lansing, MI MSA"
4040,,,,,,26,37,,2,,,,Clinton County
4040,,,,,,26,45,,2,,,,Eaton County
4040,,,,,,26,65,,1,,,,Ingham County
,,,,,,,,,,,,,
4080,,,,,,,,,,,,,"Laredo, TX MSA"
4080,,,,,,48,479,,1,,,,Webb County
,,,,,,,,,,,,,
4100,,,,,,,,,,,,,"Las Cruces, NM MSA"
4100,,,,,,35,13,,1,,,,Dona Ana County
,,,,,,,,,,,,,
4120,,,,,,,,,,,,,"Las Vegas, NV-AZ MSA"
4120,,,,,,4,15,,2,,,,"Mohave County, AZ"
4120,,,,,,32,3,,1,,,,"Clark County, NV"
4120,,,,,,32,23,,2,,,,"Nye County, NV"
,,,,,,,,,,,,,
4150,,,,,,,,,,,,,"Lawrence, KS MSA"
4150,,,,,,20,45,,1,,,,Douglas County
,,,,,,,,,,,,,
4200,,,,,,,,,,,,,"Lawton, OK MSA"
4200,,,,,,40,31,,1,,,,Comanche County
,,,,,,,,,,,,,
4240,,,,,,,,,,,,,"Lewiston-Auburn, ME MSA"
4240,,,,,,23,1,,,,,,Androscoggin County (pt.)
4240,,,,,,23,1,,1,,2060,,Auburn city
4240,,,,,,23,1,,2,,29255,,Greene town
4240,,,,,,23,1,,1,,38740,,Lewiston city
4240,,,,,,23,1,,1,,40035,,Lisbon town
4240,,,,,,23,1,,2,,44585,,Mechanic Falls town
4240,,,,,,23,1,,2,,60020,,Poland town
4240,,,,,,23,1,,2,,64570,,Sabattus town
4240,,,,,,23,1,,2,,77800,,Turner town
4240,,,,,,23,1,,2,,79585,,Wales town
,,,,,,,,,,,,,
4280,,,,,,,,,,,,,"Lexington, KY MSA"
4280,,,,,,21,17,,2,,,,Bourbon County
4280,,,,,,21,49,,2,,,,Clark County
4280,,,,,,21,67,,1,,,,Fayette County
4280,,,,,,21,113,,2,,,,Jessamine County
4280,,,,,,21,151,,2,,,,Madison County
4280,,,,,,21,209,,2,,,,Scott County
4280,,,,,,21,239,,2,,,,Woodford County
,,,,,,,,,,,,,
4320,,,,,,,,,,,,,"Lima, OH MSA"
4320,,,,,,39,3,,1,,,,Allen County
4320,,,,,,39,11,,2,,,,Auglaize County
,,,,,,,,,,,,,
4360,,,,,,,,,,,,,"Lincoln, NE MSA"
4360,,,,,,31,109,,1,,,,Lancaster County
,,,,,,,,,,,,,
4400,,,,,,,,,,,,,"Little Rock-North Little Rock, AR MSA"
4400,,,,,,5,45,,2,,,,Faulkner County
4400,,,,,,5,85,,2,,,,Lonoke County
4400,,,,,,5,119,,1,,,,Pulaski County
4400,,,,,,5,125,,2,,,,Saline County
,,,,,,,,,,,,,
4420,,,,,,,,,,,,,"Longview-Marshall, TX MSA"
4420,,,,,,48,183,,1,,,,Gregg County
4420,,,,,,48,203,,2,,,,Harrison County
4420,,,,,,48,459,,2,,,,Upshur County
,,,,,,,,,,,,,
4472,,,,49,,,,,,,,,"Los Angeles-Riverside-Orange County, CA CMSA"
4472,,4480,,49,,,,,,,,,"Los Angeles-Long Beach, CA PMSA"
4472,,4480,,49,,6,37,,1,,,,Los Angeles County
4472,,5945,,49,,,,,,,,,"Orange County, CA PMSA"
4472,,5945,,49,,6,59,,1,,,,Orange County
4472,,6780,,49,,,,,,,,,"Riverside-San Bernardino, CA PMSA"
4472,,6780,,49,,6,65,,1,,,,Riverside County
4472,,6780,,49,,6,71,,1,,,,San Bernardino County
4472,,8735,,49,,,,,,,,,"Ventura, CA PMSA"
4472,,8735,,49,,6,111,,1,,,,Ventura County
,,,,,,,,,,,,,
4520,,,,,,,,,,,,,"Louisville, KY-IN MSA"
4520,,,,,,18,19,,1,,,,"Clark County, IN"
4520,,,,,,18,43,,1,,,,"Floyd County, IN"
4520,,,,,,18,61,,2,,,,"Harrison County, IN"
4520,,,,,,18,143,,2,,,,"Scott County, IN"
4520,,,,,,21,29,,2,,,,"Bullitt County, KY"
4520,,,,,,21,111,,1,,,,"Jefferson County, KY"
4520,,,,,,21,185,,2,,,,"Oldham County, KY"
,,,,,,,,,,,,,
4600,,,,,,,,,,,,,"Lubbock, TX MSA"
4600,,,,,,48,303,,1,,,,Lubbock County
,,,,,,,,,,,,,
4640,,,,,,,,,,,,,"Lynchburg, VA MSA"
4640,,,,,,51,9,,2,,,,Amherst County
4640,,,,,,51,19,,2,,,,Bedford County
4640,,,,,,51,31,,1,,,,Campbell County
4640,,,,,,51,515,,2,,,,Bedford city
4640,,,,,,51,680,,1,,,,Lynchburg city
,,,,,,,,,,,,,
4680,,,,,,,,,,,,,"Macon, GA MSA"
4680,,,,,,13,21,,1,,,,Bibb County
4680,,,,,,13,153,,1,,,,Houston County
4680,,,,,,13,169,,2,,,,Jones County
4680,,,,,,13,225,,2,,,,Peach County
4680,,,,,,13,289,,2,,,,Twiggs County
,,,,,,,,,,,,,
4720,,,,,,,,,,,,,"Madison, WI MSA"
4720,,,,,,55,25,,1,,,,Dane County
,,,,,,,,,,,,,
4800,,,,,,,,,,,,,"Mansfield, OH MSA"
4800,,,,,,39,33,,2,,,,Crawford County
4800,,,,,,39,139,,1,,,,Richland County
,,,,,,,,,,,,,
4840,,,,,,,,,,,,,"Mayaguez, PR MSA"
4840,,,,,,72,11,,2,,,,Anasco Municipio
4840,,,,,,72,23,,2,,,,Cabo Rojo Municipio
4840,,,,,,72,67,,1,,,,Hormigueros Municipio
4840,,,,,,72,97,,1,,,,Mayaguez Municipio
4840,,,,,,72,121,,2,,,,Sabana Grande Municipio
4840,,,,,,72,125,,2,,,,San German Municipio
,,,,,,,,,,,,,
4880,,,,,,,,,,,,,"McAllen-Edinburg-Mission, TX MSA"
4880,,,,,,48,215,,1,,,,Hidalgo County
,,,,,,,,,,,,,
4890,,,,,,,,,,,,,"Medford-Ashland, OR MSA"
4890,,,,,,41,29,,1,,,,Jackson County
,,,,,,,,,,,,,
4900,,,,,,,,,,,,,"Melbourne-Titusville-Palm Bay, FL MSA"
4900,,,,,,12,9,,1,,,,Brevard County
,,,,,,,,,,,,,
4920,,,,,,,,,,,,,"Memphis, TN-AR-MS MSA"
4920,,,,,,5,35,,1,,,,"Crittenden County, AR"
4920,,,,,,28,33,,2,,,,"DeSoto County, MS"
4920,,,,,,47,47,,2,,,,"Fayette County, TN"
4920,,,,,,47,157,,1,,,,"Shelby County, TN"
4920,,,,,,47,167,,2,,,,"Tipton County, TN"
,,,,,,,,,,,,,
4940,,,,,,,,,,,,,"Merced, CA MSA"
4940,,,,,,6,47,,1,,,,Merced County
,,,,,,,,,,,,,
4992,,,,56,,,,,,,,,"Miami-Fort Lauderdale, FL CMSA"
4992,,2680,,56,,,,,,,,,"Fort Lauderdale, FL PMSA"
4992,,2680,,56,,12,11,,1,,,,Broward County
4992,,5000,,56,,,,,,,,,"Miami, FL PMSA"
4992,,5000,,56,,12,86,,1,,,,Miami-Dade County
,,,,,,,,,,,,,
5082,,,,63,,,,,,,,,"Milwaukee-Racine, WI CMSA"
5082,,5080,,63,,,,,,,,,"Milwaukee-Waukesha, WI PMSA"
5082,,5080,,63,,55,79,,1,,,,Milwaukee County
5082,,5080,,63,,55,89,,1,,,,Ozaukee County
5082,,5080,,63,,55,131,,2,,,,Washington County
5082,,5080,,63,,55,133,,1,,,,Waukesha County
5082,,6600,,63,,,,,,,,,"Racine, WI PMSA"
5082,,6600,,63,,55,101,,1,,,,Racine County
,,,,,,,,,,,,,
5120,,,,,,,,,,,,,"Minneapolis-St. Paul, MN-WI MSA"
5120,,,,,,27,3,,1,,,,"Anoka County, MN"
5120,,,,,,27,19,,2,,,,"Carver County, MN"
5120,,,,,,27,25,,2,,,,"Chisago County, MN"
5120,,,,,,27,37,,1,,,,"Dakota County, MN"
5120,,,,,,27,53,,1,,,,"Hennepin County, MN"
5120,,,,,,27,59,,2,,,,"Isanti County, MN"
5120,,,,,,27,123,,1,,,,"Ramsey County, MN"
5120,,,,,,27,139,,2,,,,"Scott County, MN"
5120,,,,,,27,141,,2,,,,"Sherburne County, MN"
5120,,,,,,27,163,,1,,,,"Washington County, MN"
5120,,,,,,27,171,,2,,,,"Wright County, MN"
5120,,,,,,55,93,,2,,,,"Pierce County, WI"
5120,,,,,,55,109,,2,,,,"St. Croix County, WI"
,,,,,,,,,,,,,
5140,,,,,,,,,,,,,"Missoula, MT MSA"
5140,,,,,,30,63,,1,,,,Missoula County
,,,,,,,,,,,,,
5160,,,,,,,,,,,,,"Mobile, AL MSA"
5160,,,,,,1,3,,2,,,,Baldwin County
5160,,,,,,1,97,,1,,,,Mobile County
,,,,,,,,,,,,,
5170,,,,,,,,,,,,,"Modesto, CA MSA"
5170,,,,,,6,99,,1,,,,Stanislaus County
,,,,,,,,,,,,,
5200,,,,,,,,,,,,,"Monroe, LA MSA"
5200,,,,,,22,73,,1,,,,Ouachita Parish
,,,,,,,,,,,,,
5240,,,,,,,,,,,,,"Montgomery, AL MSA"
5240,,,,,,1,1,,1,,,,Autauga County
5240,,,,,,1,51,,2,,,,Elmore County
5240,,,,,,1,101,,1,,,,Montgomery County
,,,,,,,,,,,,,
5280,,,,,,,,,,,,,"Muncie, IN MSA"
5280,,,,,,18,35,,1,,,,Delaware County
,,,,,,,,,,,,,
5330,,,,,,,,,,,,,"Myrtle Beach, SC MSA"
5330,,,,,,45,51,,1,,,,Horry County
,,,,,,,,,,,,,
5345,,,,,,,,,,,,,"Naples, FL MSA"
5345,,,,,,12,21,,1,,,,Collier County
,,,,,,,,,,,,,
5360,,,,,,,,,,,,,"Nashville, TN MSA"
5360,,,,,,47,21,,2,,,,Cheatham County
5360,,,,,,47,37,,1,,,,Davidson County
5360,,,,,,47,43,,2,,,,Dickson County
5360,,,,,,47,147,,2,,,,Robertson County
5360,,,,,,47,149,,2,,,,Rutherford County
5360,,,,,,47,165,,2,,,,Sumner County
5360,,,,,,47,187,,2,,,,Williamson County
5360,,,,,,47,189,,2,,,,Wilson County
,,,,,,,,,,,,,
5520,,,,,,,,,,,,,"New London-Norwich, CT-RI MSA"
5520,,,,,,9,7,,,,,,"Middlesex County, CT (pt.)"
5520,,,,,,9,7,,2,,57320,,Old Saybrook town
5520,,,,,,9,11,,,,,,"New London County, CT (pt.)"
5520,,,,,,9,11,,2,,6820,,Bozrah town
5520,,,,,,9,11,,1,,23400,,East Lyme town
5520,,,,,,9,11,,2,,29910,,Franklin town
5520,,,,,,9,11,,2,,33900,,Griswold town
5520,,,,,,9,11,,1,,34250,,Groton town
5520,,,,,,9,11,,2,,42600,,Ledyard town
5520,,,,,,9,11,,2,,43230,,Lisbon town
5520,,,,,,9,11,,1,,48900,,Montville town
5520,,,,,,9,11,,1,,52280,,New London city
5520,,,,,,9,11,,2,,55500,,North Stonington town
5520,,,,,,9,11,,1,,56200,,Norwich city
5520,,,,,,9,11,,2,,57040,,Old Lyme town
5520,,,,,,9,11,,2,,62150,,Preston town
5520,,,,,,9,11,,2,,66210,,Salem town
5520,,,,,,9,11,,2,,71670,,Sprague town
5520,,,,,,9,11,,2,,73770,,Stonington town
5520,,,,,,9,11,,1,,80280,,Waterford town
5520,,,,,,9,15,,,,,,"Windham County, CT (pt.)"
5520,,,,,,9,15,,2,,12130,,Canterbury town
5520,,,,,,9,15,,2,,59980,,Plainfield town
5520,,,,,,44,9,,,,,,"Washington County, RI (pt.)"
5520,,,,,,44,9,,2,,35380,,Hopkinton town
5520,,,,,,44,9,,2,,77000,,Westerly town
,,,,,,,,,,,,,
5560,,,,,,,,,,,,,"New Orleans, LA MSA"
5560,,,,,,22,51,,1,,,,Jefferson Parish
5560,,,,,,22,71,,1,,,,Orleans Parish
5560,,,,,,22,75,,2,,,,Plaquemines Parish
5560,,,,,,22,87,,1,,,,St. Bernard Parish
5560,,,,,,22,89,,1,,,,St. Charles Parish
5560,,,,,,22,93,,2,,,,St. James Parish
5560,,,,,,22,95,,2,,,,St. John the Baptist Parish
5560,,,,,,22,103,,1,,,,St. Tammany Parish
,,,,,,,,,,,,,
5602,,,,70,,,,,,,,,"New York-Northern New Jersey-Long Island, NY-NJ-CT-PA CMSA"
5602,,875,,70,,,,,,,,,"Bergen-Passaic, NJ PMSA"
5602,,875,,70,,34,3,,1,,,,Bergen County
5602,,875,,70,,34,31,,1,,,,Passaic County
5602,,1160,,70,,,,,,,,,"Bridgeport, CT PMSA"
5602,,1160,,70,,9,1,,,,,,Fairfield County (pt.)
5602,,1160,,70,,9,1,,1,,8000,,Bridgeport city
5602,,1160,,70,,9,1,,2,,23890,,Easton town
5602,,1160,,70,,9,1,,1,,26620,,Fairfield town
5602,,1160,,70,,9,1,,1,,48620,,Monroe town
5602,,1160,,70,,9,1,,1,,68100,,Shelton city
5602,,1160,,70,,9,1,,1,,74190,,Stratford town
5602,,1160,,70,,9,1,,1,,77200,,Trumbull town
5602,,1160,,70,,9,9,,,,,,New Haven County (pt.)
5602,,1160,,70,,9,9,,1,,1150,,Ansonia city
5602,,1160,,70,,9,9,,2,,3250,,Beacon Falls town
5602,,1160,,70,,9,9,,1,,19480,,Derby city
5602,,1160,,70,,9,9,,1,,47500,,Milford city
5602,,1160,,70,,9,9,,2,,58300,,Oxford town
5602,,1160,,70,,9,9,,1,,67610,,Seymour town
5602,,1930,,70,,,,,,,,,"Danbury, CT PMSA"
5602,,1930,,70,,9,1,,,,,,Fairfield County (pt.)
5602,,1930,,70,,9,1,,1,,4720,,Bethel town
5602,,1930,,70,,9,1,,1,,8980,,Brookfield town
5602,,1930,,70,,9,1,,1,,18430,,Danbury city
5602,,1930,,70,,9,1,,1,,50860,,New Fairfield town
5602,,1930,,70,,9,1,,2,,52980,,Newtown town
5602,,1930,,70,,9,1,,2,,63480,,Redding town
5602,,1930,,70,,9,1,,2,,63970,,Ridgefield town
5602,,1930,,70,,9,1,,2,,68310,,Sherman town
5602,,1930,,70,,9,5,,,,,,Litchfield County (pt.)
5602,,1930,,70,,9,5,,2,,8210,,Bridgewater town
5602,,1930,,70,,9,5,,2,,52630,,New Milford town
5602,,1930,,70,,9,5,,2,,65930,,Roxbury town
5602,,1930,,70,,9,5,,2,,79720,,Washington town
5602,,2281,,70,,,,,,,,,"Dutchess County, NY PMSA"
5602,,2281,,70,,36,27,,1,,,,Dutchess County
5602,,3640,,70,,,,,,,,,"Jersey City, NJ PMSA"
5602,,3640,,70,,34,17,,1,,,,Hudson County
5602,,5015,,70,,,,,,,,,"Middlesex-Somerset-Hunterdon, NJ PMSA"
5602,,5015,,70,,34,19,,2,,,,Hunterdon County
5602,,5015,,70,,34,23,,1,,,,Middlesex County
5602,,5015,,70,,34,35,,1,,,,Somerset County
5602,,5190,,70,,,,,,,,,"Monmouth-Ocean, NJ PMSA"
5602,,5190,,70,,34,25,,1,,,,Monmouth County
5602,,5190,,70,,34,29,,1,,,,Ocean County
5602,,5380,,70,,,,,,,,,"Nassau-Suffolk, NY PMSA"
5602,,5380,,70,,36,59,,1,,,,Nassau County
5602,,5380,,70,,36,103,,1,,,,Suffolk County
5602,,5480,,70,,,,,,,,,"New Haven-Meriden, CT PMSA"
5602,,5480,,70,,9,7,,,,,,Middlesex County (pt.)
5602,,5480,,70,,9,7,,2,,15350,,Clinton town
5602,,5480,,70,,9,7,,2,,40710,,Killingworth town
5602,,5480,,70,,9,9,,,,,,New Haven County (pt.)
5602,,5480,,70,,9,9,,2,,4580,,Bethany town
5602,,5480,,70,,9,9,,1,,7310,,Branford town
5602,,5480,,70,,9,9,,1,,14160,,Cheshire town
5602,,5480,,70,,9,9,,1,,22910,,East Haven town
5602,,5480,,70,,9,9,,2,,34950,,Guilford town
5602,,5480,,70,,9,9,,1,,35650,,Hamden town
5602,,5480,,70,,9,9,,2,,44560,,Madison town
5602,,5480,,70,,9,9,,1,,46450,,Meriden city
5602,,5480,,70,,9,9,,1,,52000,,New Haven city
5602,,5480,,70,,9,9,,1,,53890,,North Branford town
5602,,5480,,70,,9,9,,1,,54870,,North Haven town
5602,,5480,,70,,9,9,,1,,57600,,Orange town
5602,,5480,,70,,9,9,,1,,78740,,Wallingford town
5602,,5480,,70,,9,9,,1,,82800,,West Haven city
5602,,5480,,70,,9,9,,2,,87700,,Woodbridge town
5602,,5600,,70,,,,,,,,,"New York, NY PMSA"
5602,,5600,,70,,36,5,,1,,,,Bronx County
5602,,5600,,70,,36,47,,1,,,,Kings County
5602,,5600,,70,,36,61,,1,,,,New York County
5602,,5600,,70,,36,79,,2,,,,Putnam County
5602,,5600,,70,,36,81,,1,,,,Queens County
5602,,5600,,70,,36,85,,1,,,,Richmond County
5602,,5600,,70,,36,87,,1,,,,Rockland County
5602,,5600,,70,,36,119,,1,,,,Westchester County
5602,,5640,,70,,,,,,,,,"Newark, NJ PMSA"
5602,,5640,,70,,34,13,,1,,,,Essex County
5602,,5640,,70,,34,27,,1,,,,Morris County
5602,,5640,,70,,34,37,,2,,,,Sussex County
5602,,5640,,70,,34,39,,1,,,,Union County
5602,,5640,,70,,34,41,,2,,,,Warren County
5602,,5660,,70,,,,,,,,,"Newburgh, NY-PA PMSA"
5602,,5660,,70,,36,71,,1,,,,"Orange County, NY"
5602,,5660,,70,,42,103,,2,,,,"Pike County, PA"
5602,,8040,,70,,,,,,,,,"Stamford-Norwalk, CT PMSA"
5602,,8040,,70,,9,1,,,,,,Fairfield County (pt.)
5602,,8040,,70,,9,1,,1,,18850,,Darien town
5602,,8040,,70,,9,1,,1,,33620,,Greenwich town
5602,,8040,,70,,9,1,,1,,50580,,New Canaan town
5602,,8040,,70,,9,1,,1,,55990,,Norwalk city
5602,,8040,,70,,9,1,,1,,73000,,Stamford city
5602,,8040,,70,,9,1,,2,,83430,,Weston town
5602,,8040,,70,,9,1,,1,,83500,,Westport town
5602,,8040,,70,,9,1,,2,,86370,,Wilton town
5602,,8480,,70,,,,,,,,,"Trenton, NJ PMSA"
5602,,8480,,70,,34,21,,1,,,,Mercer County
5602,,8880,,70,,,,,,,,,"Waterbury, CT PMSA"
5602,,8880,,70,,9,5,,,,,,Litchfield County (pt.)
5602,,8880,,70,,9,5,,2,,4930,,Bethlehem town
5602,,8880,,70,,9,5,,2,,75730,,Thomaston town
5602,,8880,,70,,9,5,,1,,80490,,Watertown town
5602,,8880,,70,,9,5,,2,,87910,,Woodbury town
5602,,8880,,70,,9,9,,,,,,New Haven County (pt.)
5602,,8880,,70,,9,9,,1,,46940,,Middlebury town
5602,,8880,,70,,9,9,,1,,49880,,Naugatuck borough
5602,,8880,,70,,9,9,,2,,62290,,Prospect town
5602,,8880,,70,,9,9,,2,,69640,,Southbury town
5602,,8880,,70,,9,9,,1,,80000,,Waterbury city
5602,,8880,,70,,9,9,,1,,87560,,Wolcott town
,,,,,,,,,,,,,
5720,,,,,,,,,,,,,"Norfolk-Virginia Beach-Newport News, VA-NC MSA"
5720,,,,,,37,53,,2,,,,"Currituck County, NC"
5720,,,,,,51,73,,2,,,,"Gloucester County, VA"
5720,,,,,,51,93,,2,,,,"Isle of Wight County, VA"
5720,,,,,,51,95,,1,,,,"James City County, VA"
5720,,,,,,51,115,,2,,,,"Mathews County, VA"
5720,,,,,,51,199,,1,,,,"York County, VA"
5720,,,,,,51,550,,1,,,,"Chesapeake city, VA"
5720,,,,,,51,650,,1,,,,"Hampton city, VA"
5720,,,,,,51,700,,1,,,,"Newport News city, VA"
5720,,,,,,51,710,,1,,,,"Norfolk city, VA"
5720,,,,,,51,735,,1,,,,"Poquoson city, VA"
5720,,,,,,51,740,,1,,,,"Portsmouth city, VA"
5720,,,,,,51,800,,1,,,,"Suffolk city, VA"
5720,,,,,,51,810,,1,,,,"Virginia Beach city, VA"
5720,,,,,,51,830,,1,,,,"Williamsburg city, VA"
,,,,,,,,,,,,,
5790,,,,,,,,,,,,,"Ocala, FL MSA"
5790,,,,,,12,83,,1,,,,Marion County
,,,,,,,,,,,,,
5800,,,,,,,,,,,,,"Odessa-Midland, TX MSA"
5800,,,,,,48,135,,1,,,,Ector County
5800,,,,,,48,329,,1,,,,Midland County
,,,,,,,,,,,,,
5880,,,,,,,,,,,,,"Oklahoma City, OK MSA"
5880,,,,,,40,17,,1,,,,Canadian County
5880,,,,,,40,27,,1,,,,Cleveland County
5880,,,,,,40,83,,2,,,,Logan County
5880,,,,,,40,87,,2,,,,McClain County
5880,,,,,,40,109,,1,,,,Oklahoma County
5880,,,,,,40,125,,2,,,,Pottawatomie County
,,,,,,,,,,,,,
5920,,,,,,,,,,,,,"Omaha, NE-IA MSA"
5920,,,,,,19,155,,1,,,,"Pottawattamie County, IA"
5920,,,,,,31,25,,2,,,,"Cass County, NE"
5920,,,,,,31,55,,1,,,,"Douglas County, NE"
5920,,,,,,31,153,,1,,,,"Sarpy County, NE"
5920,,,,,,31,177,,2,,,,"Washington County, NE"
,,,,,,,,,,,,,
5960,,,,,,,,,,,,,"Orlando, FL MSA"
5960,,,,,,12,69,,2,,,,Lake County
5960,,,,,,12,95,,1,,,,Orange County
5960,,,,,,12,97,,1,,,,Osceola County
5960,,,,,,12,117,,1,,,,Seminole County
,,,,,,,,,,,,,
5990,,,,,,,,,,,,,"Owensboro, KY MSA"
5990,,,,,,21,59,,1,,,,Daviess County
,,,,,,,,,,,,,
6015,,,,,,,,,,,,,"Panama City, FL MSA"
6015,,,,,,12,5,,1,,,,Bay County
,,,,,,,,,,,,,
6020,,,,,,,,,,,,,"Parkersburg-Marietta, WV-OH MSA"
6020,,,,,,39,167,,2,,,,"Washington County, OH"
6020,,,,,,54,107,,1,,,,"Wood County, WV"
,,,,,,,,,,,,,
6080,,,,,,,,,,,,,"Pensacola, FL MSA"
6080,,,,,,12,33,,1,,,,Escambia County
6080,,,,,,12,113,,2,,,,Santa Rosa County
,,,,,,,,,,,,,
6120,,,,,,,,,,,,,"Peoria-Pekin, IL MSA"
6120,,,,,,17,143,,1,,,,Peoria County
6120,,,,,,17,179,,1,,,,Tazewell County
6120,,,,,,17,203,,2,,,,Woodford County
,,,,,,,,,,,,,
6162,,,,77,,,,,,,,,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD CMSA"
6162,,560,,77,,,,,,,,,"Atlantic-Cape May, NJ PMSA"
6162,,560,,77,,34,1,,1,,,,Atlantic County
6162,,560,,77,,34,9,,2,,,,Cape May County
6162,,6160,,77,,,,,,,,,"Philadelphia, PA-NJ PMSA"
6162,,6160,,77,,34,5,,1,,,,"Burlington County, NJ"
6162,,6160,,77,,34,7,,1,,,,"Camden County, NJ"
6162,,6160,,77,,34,15,,1,,,,"Gloucester County, NJ"
6162,,6160,,77,,34,33,,2,,,,"Salem County, NJ"
6162,,6160,,77,,42,17,,1,,,,"Bucks County, PA"
6162,,6160,,77,,42,29,,1,,,,"Chester County, PA"
6162,,6160,,77,,42,45,,1,,,,"Delaware County, PA"
6162,,6160,,77,,42,91,,1,,,,"Montgomery County, PA"
6162,,6160,,77,,42,101,,1,,,,"Philadelphia County, PA"
6162,,8760,,77,,,,,,,,,"Vineland-Millville-Bridgeton, NJ PMSA"
6162,,8760,,77,,34,11,,1,,,,Cumberland County
6162,,9160,,77,,,,,,,,,"Wilmington-Newark, DE-MD PMSA"
6162,,9160,,77,,10,3,,1,,,,"New Castle County, DE"
6162,,9160,,77,,24,15,,2,,,,"Cecil County, MD"
,,,,,,,,,,,,,
6200,,,,,,,,,,,,,"Phoenix-Mesa, AZ MSA"
6200,,,,,,4,13,,1,,,,Maricopa County
6200,,,,,,4,21,,2,,,,Pinal County
,,,,,,,,,,,,,
6240,,,,,,,,,,,,,"Pine Bluff, AR MSA"
6240,,,,,,5,69,,1,,,,Jefferson County
,,,,,,,,,,,,,
6280,,,,,,,,,,,,,"Pittsburgh, PA MSA"
